tissue_pair	splicing_class	n_genes	df	spearman_rho	ci_low_95	ci_high_95	p_value_two_sided	bh_adjusted_p	significant_at_fdr_0.1
Prostate_v_Cells-EBV-transformedlymphocytes	productive	611	609	-0.0690086023531389	-0.147613676333596	0.010462770310696253	0.0883208782511363	0.45871158839441506	False
Esophagus-Muscularis_v_Brain-Cerebellum	productive	730	728	0.0629523653806614	-0.009726992995804026	0.134970090901956	0.0891966738582075	0.45979710402838087	False
Brain-Anteriorcingulatecortex_BA24_v_Thyroid	productive	696	694	0.0644476485945586	-0.009992713066527239	0.13817761965188352	0.0893274512596334	0.45979710402838087	False
Brain-CerebellarHemisphere_v_Heart-LeftVentricle	productive	774	772	0.0608220684950566	-0.009754084097080026	0.13079525843982096	0.0908457995328432	0.46444998954814476	False
Brain-Hypothalamus_v_Artery-Tibial	productive	611	609	0.0683816752317116	-0.011090887372674748	0.1469957721789319	0.0912572882149647	0.46444998954814476	False
Vagina_v_Brain-Hypothalamus	productive	590	588	0.0694930174236581	-0.011388277926046186	0.14947088899858155	0.0917112663537319	0.46444998954814476	False
Pancreas_v_Artery-Tibial	productive	405	403	0.0835822245416897	-0.014146074116219955	0.17972875621872278	0.092995988661123	0.4650394611713194	False
Brain-Caudate_basalganglia_v_Colon-Sigmoid	productive	509	507	0.0741267488837826	-0.01298693776426685	0.16012365686516966	0.0948080398491135	0.46885774643398276	False
Spleen_v_Liver	productive	319	317	-0.0935978884653994	-0.2015718729557159	0.01662361271348603	0.0951541306726383	0.46885774643398276	False
Brain-Nucleusaccumbens_basalganglia_v_Vagina	productive	627	625	0.0661040716961145	-0.012345782631783589	0.1437451213319963	0.0981783084697115	0.4764329531265367	False
Esophagus-Mucosa_v_Ovary	productive	372	370	0.0858622154868303	-0.016143971301056128	0.1860995093262153	0.0982226414888225	0.4764329531265367	False
Heart-AtrialAppendage_v_Brain-Hypothalamus	productive	521	519	0.0724951570780905	-0.013605546537768048	0.15752871305783148	0.0983443563262062	0.4764329531265367	False
Heart-LeftVentricle_v_Brain-Anteriorcingulatecortex_BA24	productive	534	532	0.071420601569001	-0.013620334282971651	0.1554357436452026	0.0992179126952033	0.47865377965510214	False
Testis_v_Adipose-Subcutaneous	productive	859	857	0.0558650184754059	-0.011118734765625993	0.1223496366194306	0.1017925333894259	0.4849867396611903	False
Brain-CerebellarHemisphere_v_Artery-Coronary	productive	797	795	-0.0579058716535191	-0.12689772156936804	0.01164355237545599	0.1023519747117202	0.4856453779531415	False
Brain-Putamen_basalganglia_v_Colon-Sigmoid	productive	516	514	0.0717303546977929	-0.014790924650989856	0.15718544512871452	0.1036212164790434	0.48965271557515183	False
Brain-Caudate_basalganglia_v_Muscle-Skeletal	productive	782	780	0.0580554465916568	-0.012160740521105006	0.12770189539931143	0.1047500006394664	0.4916159874427913	False
Artery-Aorta_v_Pancreas	productive	364	362	0.0851332809570477	-0.018000942976059676	0.18647492222397252	0.1048894474509338	0.4916159874427913	False
Pituitary_v_SmallIntestine-TerminalIleum	productive	378	376	0.0833308242327774	-0.017861242143961148	0.18283306736139499	0.1057520428516448	0.4936522486151679	False
Testis_v_Brain-CerebellarHemisphere	productive	1264	1262	0.0451672797130952	-0.010023606791502625	0.10008381220907613	0.1084822192303994	0.5043548337606876	False
Esophagus-GastroesophagealJunction_v_Muscle-Skeletal	productive	530	528	0.0685395855939281	-0.01682877848816757	0.15291589877624187	0.1150193502299271	0.5226754208091178	False
Brain-Cortex_v_Skin-SunExposed_Lowerleg	productive	848	846	0.054068092845667	-0.01335240368100317	0.1209991911330274	0.1156458727549112	0.5226754208091178	False
Brain-Nucleusaccumbens_basalganglia_v_Muscle-Skeletal	productive	740	738	0.0577158160815224	-0.014475258109224336	0.1293083065386486	0.1167193560427964	0.5226754208091178	False
SmallIntestine-TerminalIleum_v_Muscle-Skeletal	productive	655	653	0.0612823164954174	-0.015469706794869696	0.13731638465615256	0.1171442612921422	0.5226754208091178	False
Muscle-Skeletal_v_Colon-Transverse	productive	592	590	0.0643514101560286	-0.016400542746075497	0.14426932202304005	0.1178059328817717	0.5226754208091178	False
Brain-Nucleusaccumbens_basalganglia_v_Brain-Spinalcord_cervicalc-1	productive	319	317	0.0871093044048282	-0.023130778925351366	0.1952564460579114	0.1205026710248585	0.5226754208091178	False
Esophagus-Muscularis_v_Brain-Hippocampus	productive	520	518	0.0681336370208022	-0.018057773086236815	0.15331986281149232	0.1207219037859251	0.5226754208091178	False
Brain-Nucleusaccumbens_basalganglia_v_Thyroid	productive	657	655	0.0605433917661438	-0.016091938000802594	0.1364715520953946	0.1210656513879792	0.5226754208091178	False
Brain-Amygdala_v_Lung	productive	680	678	0.0595067318037043	-0.01581575119285508	0.13415763691206617	0.121077970414211	0.5226754208091178	False
Prostate_v_Brain-Cerebellum	productive	714	712	0.0580082767296562	-0.015491488008342352	0.13088451384648578	0.1214743748769046	0.5226754208091178	False
Uterus_v_WholeBlood	productive	613	611	0.0624206775521045	-0.016930328388103433	0.14099030568349888	0.1226332294471943	0.5226754208091178	False
Testis_v_Adipose-Visceral_Omentum	productive	808	806	0.0542966893585534	-0.014779330695402267	0.12285690497363735	0.1230370932801713	0.5226754208091178	False
Thyroid_v_Brain-Hippocampus	productive	596	594	0.0631423162834559	-0.017338087352577806	0.14280978340176065	0.1236088592707611	0.5226754208091178	False
AdrenalGland_v_Skin-SunExposed_Lowerleg	productive	412	410	0.0759662519766148	-0.020937749571652113	0.1714562072769199	0.1236854553850257	0.5226754208091178	False
Brain-CerebellarHemisphere_v_Ovary	productive	740	738	0.0565484105392572	-0.015643815909349847	0.12815412151517047	0.1243147269362001	0.5226754208091178	False
Heart-AtrialAppendage_v_Skin-NotSunExposed_Suprapubic	productive	453	451	0.0721637365466257	-0.02022164427450574	0.16332720337750117	0.1251096709755976	0.5226754208091178	False
Pituitary_v_Brain-Hippocampus	productive	457	455	0.07184139596745	-0.020136181997233292	0.16261314771210353	0.1251355481043044	0.5226754208091178	False
Vagina_v_Liver	productive	299	297	0.0887796921637058	-0.02512550811214994	0.20040925533776519	0.1255865524361398	0.5226754208091178	False
Kidney-Cortex_v_Brain-FrontalCortex_BA9	productive	689	687	0.0583469115415092	-0.01648068337297781	0.13252458054061952	0.1260019359736366	0.5226754208091178	False
Colon-Transverse_v_Brain-FrontalCortex_BA9	productive	725	723	0.0566422036785508	-0.016296449790403067	0.1289812096587328	0.1275762171574724	0.5245896410159862	False
Esophagus-Mucosa_v_Brain-Cerebellum	productive	838	836	0.0526408266467738	-0.015183624460854415	0.11998307275719097	0.1278488197098804	0.5245896410159862	False
Liver_v_Colon-Sigmoid	productive	413	411	0.0747865983767474	-0.02200092578451392	0.1701852851624617	0.1291752085912841	0.5251871148518016	False
Cells-Culturedfibroblasts_v_Colon-Sigmoid	productive	321	319	0.084842987011747	-0.025054244768295944	0.19271405211855638	0.1292936154592513	0.5251871148518016	False
Brain-Caudate_basalganglia_v_Skin-SunExposed_Lowerleg	productive	758	756	0.0549434583390519	-0.016383892804731532	0.12571443106828487	0.1307024621453155	0.5287717152756097	False
Thyroid_v_Brain-FrontalCortex_BA9	productive	777	775	0.0539133801306059	-0.01653341106587611	0.1238275516953101	0.1332280885871264	0.537095557973728	False
Cells-Culturedfibroblasts_v_Brain-Putamen_basalganglia	productive	701	699	0.0566651018187663	-0.017517597949940185	0.130227361146766	0.1339216006271187	0.537095557973728	False
Brain-Nucleusaccumbens_basalganglia_v_Colon-Sigmoid	productive	569	567	0.0628716475895677	-0.019507642796514797	0.14440303179756708	0.1341574333880604	0.537095557973728	False
Esophagus-Mucosa_v_Muscle-Skeletal	productive	661	659	0.0579957959189532	-0.018408542987031394	0.13372672256488133	0.1363560191303787	0.5418118272905105	False
Brain-Cerebellum_v_Colon-Sigmoid	productive	733	731	0.0550200508151398	-0.017518936903782863	0.1269828728976648	0.1366990827894762	0.5418118272905105	False
Brain-Cerebellum_v_Heart-LeftVentricle	productive	745	743	0.0545383308259947	-0.017411765117919146	0.1259264955833242	0.1369582661501599	0.5418118272905105	False
Brain-Amygdala_v_Adipose-Subcutaneous	productive	644	642	-0.0585181014865854	-0.13523168319974987	0.018892884848210705	0.1379656955886596	0.5418118272905105	False
Esophagus-Muscularis_v_Brain-CerebellarHemisphere	productive	721	719	0.0552855206208203	-0.017857227658056397	0.12783969025722947	0.138059888302745	0.5418118272905105	False
Esophagus-Muscularis_v_Brain-Amygdala	productive	541	539	0.0638041419267436	-0.020692113522063484	0.14739539694761927	0.1383072132292649	0.5418118272905105	False
Brain-Cortex_v_Thyroid	productive	714	712	0.0554630463194692	-0.0180389186710534	0.12836875605339268	0.1387241608240509	0.5418118272905105	False
Esophagus-Muscularis_v_Liver	productive	397	395	0.074369095323031	-0.02436651170882766	0.17166784974260255	0.1390947969453522	0.5418118272905105	False
Brain-CerebellarHemisphere_v_Skin-NotSunExposed_Suprapubic	productive	936	934	0.048230145103468	-0.0159347013085959	0.11199938053003462	0.1403618071194157	0.5449062747767216	False
Brain-CerebellarHemisphere_v_Brain-Hippocampus	productive	431	429	-0.0708891146504474	-0.1643610908650024	0.023844641678167845	0.1417592348602931	0.5484845563554294	False
Esophagus-GastroesophagealJunction_v_Brain-Cerebellum	productive	689	687	0.0559249269874681	-0.018904667947791953	0.130131488207183	0.1425270630405655	0.5486754588631726	False
Esophagus-Mucosa_v_Brain-Hippocampus	productive	669	667	0.0566397008432532	-0.01930516365863789	0.1319347184062711	0.1433516387618946	0.5486754588631726	False
Brain-Nucleusaccumbens_basalganglia_v_SmallIntestine-TerminalIleum	productive	716	714	0.0546663736460543	-0.018732927431363643	0.12747960098594935	0.1439305190637273	0.5486754588631726	False
Brain-Cortex_v_Esophagus-Muscularis	productive	620	618	0.0581344754033539	-0.020768731930003503	0.13631799539354542	0.1482224771524378	0.5548718057037688	False
AdrenalGland_v_Brain-Hypothalamus	productive	543	541	0.0616273391328383	-0.02271402176832305	0.14509767877072377	0.1515390211207874	0.5587345635982046	False
Prostate_v_Brain-Anteriorcingulatecortex_BA24	productive	575	573	0.0597771572193792	-0.02217124183704866	0.1409276506278373	0.1522677701246043	0.5587345635982046	False
AdrenalGland_v_Brain-Anteriorcingulatecortex_BA24	productive	634	632	0.0568015998522863	-0.021221850472718226	0.13413734942866537	0.1531310686010691	0.5587345635982046	False
Esophagus-Mucosa_v_Brain-Caudate_basalganglia	productive	716	714	0.0533792882437425	-0.02002074643085441	0.12620700812069205	0.15362193325661	0.5587573786904458	False
WholeBlood_v_Brain-FrontalCortex_BA9	productive	889	887	0.0478110916064292	-0.018034368929236783	0.11324362623760996	0.1543453771367947	0.5596233328261769	False
Muscle-Skeletal_v_Breast-MammaryTissue	productive	578	576	0.0590163592301992	-0.02271835863221126	0.13996738298608144	0.1564790460694093	0.563923971844226	False
Lung_v_Cells-EBV-transformedlymphocytes	productive	517	515	-0.0622754140992067	-0.147799646829753	0.02417326503128487	0.1573792725390722	0.563923971844226	False
Muscle-Skeletal_v_Adipose-Subcutaneous	productive	530	528	0.061263493258704	-0.024112458455236588	0.1457522899764676	0.1590171956381411	0.5676372339652529	False
Artery-Coronary_v_Brain-Hypothalamus	productive	530	528	0.0610824449109183	-0.024293608330489363	0.14557395511922938	0.1602549094843614	0.568535109647596	False
Brain-Cortex_v_Colon-Transverse	productive	673	671	0.0541214785990758	-0.021597669171783115	0.12922327887913276	0.1607807448446564	0.568650916582481	False
Uterus_v_Spleen	productive	312	310	0.0792312617109969	-0.03226441829809148	0.1887792336341222	0.1626899885892747	0.5720959252892381	False
Brain-Spinalcord_cervicalc-1_v_Brain-Cerebellum	productive	578	576	0.0581073570082255	-0.023627826697110797	0.139070876428072	0.1629704855096875	0.5720959252892381	False
Kidney-Cortex_v_Brain-Anteriorcingulatecortex_BA24	productive	600	598	0.0566797123823841	-0.02353551237472459	0.13616979218904832	0.1655688417089704	0.5784874984558875	False
Ovary_v_Brain-FrontalCortex_BA9	productive	715	713	0.0513961967565967	-0.022056145634936682	0.12429665789604694	0.1698112331669448	0.5880397693175187	False
Brain-Caudate_basalganglia_v_Adipose-Visceral_Omentum	productive	585	583	-0.0562380499323008	-0.13674279307631876	0.025004668624350638	0.1743422348849232	0.5955342464893936	False
Brain-Cortex_v_Artery-Tibial	productive	740	738	0.0499872460486296	-0.022208691063496523	0.12166453828024698	0.1743524582125071	0.5955342464893936	False
Brain-Anteriorcingulatecortex_BA24_v_Artery-Tibial	productive	666	664	0.0526364600778431	-0.023481929112529706	0.1281480780668346	0.1748521510383451	0.5955342464893936	False
Brain-Nucleusaccumbens_basalganglia_v_Esophagus-Mucosa	productive	723	721	0.0504040030607712	-0.022639301139883994	0.12291204531190034	0.1757964862083484	0.5955342464893936	False
Uterus_v_Liver	productive	494	492	0.0609459382365363	-0.027505529099387253	0.14845045690979902	0.1762419540013075	0.5955342464893936	False
Muscle-Skeletal_v_Nerve-Tibial	productive	559	557	0.05722901353609	-0.025891615816039246	0.1395637508284945	0.1766458909795079	0.5955342464893936	False
Artery-Aorta_v_Skin-SunExposed_Lowerleg	productive	376	374	-0.0692206454991929	-0.16929046264001488	0.03226185829727577	0.1804482802896311	0.6029354237260475	False
Vagina_v_Testis	productive	843	841	0.0461392334926444	-0.02148583981526878	0.11334403144544317	0.1807814337362225	0.6029354237260475	False
Brain-CerebellarHemisphere_v_Colon-Sigmoid	productive	725	723	0.0495264862098722	-0.023415701441418597	0.12194415943014321	0.1828411503274175	0.6029354237260475	False
Brain-Amygdala_v_Skin-SunExposed_Lowerleg	productive	735	733	0.0491670849890715	-0.023275154973549903	0.12109569642204056	0.1830246299255131	0.6029354237260475	False
Esophagus-Mucosa_v_Brain-Putamen_basalganglia	productive	693	691	0.0502570434083218	-0.02435741474536546	0.12431467740312872	0.1863486736835459	0.605685703753162	False
Artery-Aorta_v_Brain-Hypothalamus	productive	575	573	0.054770622319902	-0.02717946293208466	0.1359894196527827	0.1896956580221575	0.605685703753162	False
Brain-Hypothalamus_v_Nerve-Tibial	productive	505	503	0.0583807356795065	-0.0290965660562463	0.14497058584041678	0.1902600756792182	0.605685703753162	False
Brain-CerebellarHemisphere_v_Prostate	productive	731	729	0.0484186728873375	-0.024222357910105085	0.12055110551178308	0.1910012377185123	0.605685703753162	False
Pancreas_v_Brain-Hypothalamus	productive	645	643	0.0513564599117424	-0.025997055066501736	0.12809863017268341	0.1927038264729048	0.605685703753162	False
Liver_v_Artery-Tibial	productive	515	513	0.057476690988748	-0.029142133985702076	0.14323874192803893	0.1928271843503136	0.605685703753162	False
Brain-CerebellarHemisphere_v_Muscle-Skeletal	productive	778	776	0.0466915269719179	-0.023712398183216653	0.11663460432536885	0.1932700738586182	0.605685703753162	False
Thyroid_v_Skin-NotSunExposed_Suprapubic	productive	287	285	0.0770118237545075	-0.039289928376160306	0.19125490482240948	0.1932919866599801	0.605685703753162	False
Brain-Cortex_v_Esophagus-GastroesophagealJunction	productive	628	626	0.0519502445634244	-0.0264482127919904	0.1297135559796399	0.1935482780835896	0.605685703753162	False
Esophagus-Muscularis_v_Pituitary	productive	356	354	0.0688970914492477	-0.035420837112917256	0.17172981098052664	0.194659588592387	0.605685703753162	False
Brain-Nucleusaccumbens_basalganglia_v_Skin-SunExposed_Lowerleg	productive	818	816	0.0452465490028603	-0.023407932517918183	0.11347626629007132	0.1960919487976235	0.605685703753162	False
Brain-Cortex_v_SmallIntestine-TerminalIleum	productive	780	778	0.0463040573938851	-0.024009187374329638	0.11616144302162916	0.1964191684267937	0.605685703753162	False
Testis_v_Uterus	productive	891	889	0.0433032061951716	-0.02246882513573097	0.10870200779381191	0.1965734680999319	0.605685703753162	False
Thyroid_v_Brain-Hypothalamus	productive	604	602	0.0525339526375265	-0.0274145085763289	0.13181461192729693	0.1972896673993371	0.605685703753162	False
Brain-Amygdala_v_Skin-NotSunExposed_Suprapubic	productive	696	694	0.0488428880437465	-0.025609881012451863	0.12275679745327564	0.1980887280455029	0.605685703753162	False
Esophagus-Muscularis_v_Brain-FrontalCortex_BA9	productive	648	646	0.0502787668787181	-0.026894577904619594	0.12685633597052678	0.2011697996624398	0.6120020554374488	False
Heart-LeftVentricle_v_WholeBlood	productive	508	506	0.0565847865117959	-0.030632157570194874	0.1429465753872863	0.202934709316349	0.6157466311625011	False
Brain-Substantianigra_v_Prostate	productive	501	499	-0.0567871625069775	-0.14374468589862635	0.031040566229709476	0.2044703559924981	0.6187777439877961	False
